Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
150,Florida 1,Starbucks,1285-140708,4342-9317,LS,"Florida 1, esquina Avenida Rivadavia","Florida 1, esquina Avenida Rivadavia",,,Buenos Aires,C,AR,C1005AAA,"(-34.6079788208008, -58.3749656677246)",-34.607978820800781,-58.374965667724609,Argentina Standard Time,-180,GMT-03:00 America/Argentina/Bu,12/08/2013 05:41:59 PM
151,Alto Palermo,Starbucks,32499-133544,5777-8114,LS,"Av Coronel Diaz 3360, (esq. Arenales)","Av Coronel Diaz 3360, (esq. Arenales)",,,Buenos Aires,C,AR,C1425BGI,"(-34.588062286377, -58.409782409668)",-34.588062286376953,-58.409782409667969,Argentina Standard Time,-180,GMT-03:00 America/Argentina/Bu,12/08/2013 05:41:59 PM
153,Elcano,Starbucks,1284-140707,4554-7122,LS,Elcano 3179,Elcano 3179,,,Buenos Aires,C,AR,C1427CIV,"(-34.5729331970215, -58.4593734741211)",-34.572933197021484,-58.459373474121094,Argentina Standard Time,-180,GMT-03:00 America/Argentina/Bu,12/08/2013 05:41:59 PM
154,Viamonte,Starbucks,1277-139525,5258-0314,LS,Callao 702 (esq. Viamonte),Callao 702 (esq. Viamonte),,,Buenos Aires,C,AR,C1023AAN,"(-34.600772857666, -58.3925857543945)",-34.600772857666016,-58.392585754394531,Argentina Standard Time,-180,GMT-03:00 America/Argentina/Bu,12/08/2013 05:41:59 PM
155,Federico Lacroze,Starbucks,1270-136935,4899-1505,LS,Av Federico Lacroze 2301 (esq 3 de Febr),Av Federico Lacroze 2301 (esq 3 de Febr),,,Buenos Aires,C,AR,C1426CPI,"(-34.5688133239746, -58.4437446594238)",-34.568813323974609,-58.443744659423828,Argentina Standard Time,-180,GMT-03:00 America/Argentina/Bu,12/08/2013 05:41:59 PM
156,Defensores,Starbucks,3633-142525,4701-9317,LS,"Av. Comodor Martin Rivadavia 1560, esq. Avenida del Libertador",Av. Comodor Martin Rivadavia 1560,esq. Avenida del Libertador,,Buenos Aires,C,AR,C1429DBR,"(-34.5414390563965, -58.4630432128906)",-34.541439056396484,-58.463043212890625,Argentina Standard Time,-180,GMT-03:00 America/Argentina/Bu,12/08/2013 05:41:59 PM
164,Millennium City,Starbucks,40202-69420,43 1 3366332502,CO,Handelskai 94-96,Handelskai 94-96,,,Wien,9,AT,1200,"(48.2403450012207, 16.3869857788086)",48.2403450012207,16.386985778808594,W. Europe Standard Time,60,GMT+1:00 Europe/Vienna,12/08/2013 05:41:59 PM
168,Karlsplatzpassage,Starbucks,32492-120288,4313366332520,CO,Karlsplatz Hauptpassage,Karlsplatz Hauptpassage,,,Wien,9,AT,1010,"(48.2007865905762, 16.3687648773193)",48.200786590576172,16.368764877319336,W. Europe Standard Time,60,GMT+1:00 Europe/Vienna,12/08/2013 05:41:59 PM
169,Rotenturmstrasse,Starbucks,31077-103980,43 1 3366332515,CO,Rotenturmstrasse 22,Rotenturmstrasse 22,,,Wien,9,AT,1010,"(48.2112998962402, 16.3760929107666)",48.211299896240234,16.3760929107666,W. Europe Standard Time,60,GMT+1:00 Europe/Vienna,12/08/2013 05:41:59 PM
170,Michaelerplatz,Starbucks,40213-99693,43 1 3366332514,CO,Reitschulgasse 4,Reitschulgasse 4,,,Wien,9,AT,1010,"(48.2076263427734, 16.367094039917)",48.207626342773438,16.367094039916992,W. Europe Standard Time,60,GMT+1:00 Europe/Vienna,12/08/2013 05:41:59 PM
171,AKH Allgemeines Krankenhaus,Starbucks,40212-96779,43 1 3366332512,CO,Waehringer Guertel 18-20,Waehringer Guertel 18-20,,,Wien,9,AT,1090,"(48.2204093933105, 16.3474731445313)",48.220409393310547,16.34747314453125,W. Europe Standard Time,60,GMT+1:00 Europe/Vienna,12/08/2013 05:41:59 PM
172,Invalidenstrasse,Starbucks,32495-133884,43 1 3366332521,CO,Invalidenstrasse 11,Invalidenstrasse 11,,,Wien,9,AT,1030,"(48.2058181762695, 16.3858470916748)",48.205818176269531,16.385847091674805,W. Europe Standard Time,60,GMT+1:00 Europe/Vienna,12/08/2013 05:41:59 PM
270,Brussels Airport Depart. Hall,Starbucks,32639-137287,+32 2 719 77 00,LS,"Departure Hall, Brussels Airport - BRU",Departure Hall,,Brussels Airport - BRU,Zaventem,VLG,BE,B-1930,"(50.8973693847656, 4.48509979248047)",50.897369384765625,4.485099792480469,Romance Standard Time,60,GMT+1:00 Europe/Brussels,12/08/2013 05:41:59 PM
274,حديقة مركز الدبلوماسي,Starbucks,1349-112145,17531728,LS,"المنطقة الدبلوماسية, ق: 317, طريق: 1704, بجانب مبنى التأمينات الاجتماعية (منظمة التأمين الاجتماعي), محل رقم :8, مبنى 263","المنطقة الدبلوماسية, ق: 317, طريق: 1704, بجانب مبنى التأمينات الاجتماعية (منظمة التأمين الاجتماعي)",محل رقم :8,مبنى 263,المنامة,13,BH,,"(26.2416896820068, 50.5879783630371)",26.241689682006836,50.587978363037109,Arab Standard Time,180,GMT+000000 Asia/Bahrain,12/08/2013 05:41:59 PM
276,مطار البحرين بوابة 16,Starbucks,3639-145205,17339537,LS,"ق: 224, طريق 2404, مبنى ,212,, بوابة 16, مطار البحرين","ق: 224, طريق 2404, مبنى ,212,",بوابة 16,مطار البحرين,المنامة,15,BH,,"(26.2695999145508, 50.6260795593262)",26.269599914550781,50.626079559326172,Arab Standard Time,180,GMT+000000 Asia/Bahrain,12/08/2013 05:41:59 PM
277,مجمع السيف,Starbucks,34218-27369,17583033,LS,"البحرين, منطقة السيف,  ستاربكس مجمع السيف. ص.ب 26910,, محل رقم :110, مجمع السيف","البحرين, منطقة السيف,  ستاربكس مجمع السيف. ص.ب 26910,",محل رقم :110,مجمع السيف,المنامة,13,BH,,"(26.2325305938721, 50.5364418029785)",26.23253059387207,50.536441802978516,Arab Standard Time,180,GMT+000000 Asia/Bahrain,12/08/2013 05:41:59 PM
278,باديز,Starbucks,34286-79020,17721641,LS,"المنامة\ بو عاشيرة بالقرب من الجزيرة سوبر ماركت, ق: 332,طريق: 33, محل رقم :6, مركز الجزيرة للتسويق","المنامة\ بو عاشيرة بالقرب من الجزيرة سوبر ماركت, ق: 332,طريق: 33",محل رقم :6,مركز الجزيرة للتسويق,الزينج,13,BH,,"(26.2063999176025, 50.5761909484863)",26.206399917602539,50.576190948486328,Arab Standard Time,180,GMT+000000 Asia/Bahrain,12/08/2013 05:41:59 PM
279,مجمع البحرين,Starbucks,34234-33223,17556050,LS,"مجمع البحرين, ق:410, طريق: 28, مبنى 184, محل رقم :136, مجمع البحرين","مجمع البحرين, ق:410, طريق: 28, مبنى 184",محل رقم :136,مجمع البحرين,البحرين,13,BH,,"(26.2298202514648, 50.5371704101563)",26.229820251464844,50.53717041015625,Arab Standard Time,180,GMT+000000 Asia/Bahrain,12/08/2013 05:41:59 PM
280,ستراند بلازا,Starbucks,34324-95973,17723428,LS,"الجفير, نادي المنامة ,طريق 4021, وحدات 493 و493A, ستراند بلازا مبنى 340","الجفير, نادي المنامة ,طريق 4021",وحدات 493 و493A,ستراند بلازا مبنى 340,البحرين,13,BH,,"(26.2116508483887, 50.6077308654785)",26.211650848388672,50.607730865478516,Arab Standard Time,180,GMT+000000 Asia/Bahrain,12/08/2013 05:41:59 PM
335,3035 Argentia Rd,Starbucks,4665-100880,905-785-7667,CO,"3035 Argentia Road, unIT 7",3035 Argentia Road,unIT 7,,Mississauga,ON,CA,L5N 8P7,"(43.5956649780273, -79.7863235473633)",43.595664978027344,-79.786323547363281,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
282,سند (يم يم),Starbucks,34302-86720,17624154,LS,"سند, ق: 745, طريق:4566, مبنى:2206 محل رقم. 23, محل رقم :23, مبنى يم يم3","سند, ق: 745, طريق:4566, مبنى:2206 محل رقم. 23",محل رقم :23,مبنى يم يم3,سند,14,BH,,"(26.1446895599365, 50.5790214538574)",26.144689559936523,50.579021453857422,Arab Standard Time,180,GMT+000000 Asia/Bahrain,12/08/2013 05:41:59 PM
284,"البحرين, سيتي سنتر",Starbucks,32717-122090,17179578,LS,"الجانب الغربي , الدور الغربي, منطقة السيف, البحرين, مجمع سيتي سنتر","الجانب الغربي , الدور الغربي",منطقة السيف,"البحرين, مجمع سيتي سنتر",المنامة,13,BH,199,"(26.234920501709, 50.5546684265137)",26.234920501708984,50.554668426513672,Arab Standard Time,180,GMT+000000 Asia/Bahrain,12/08/2013 05:41:59 PM
285,"بحرين, سيتي سنتر, دبنهامز",Starbucks,32716-134986,17179847,LS,"الدور الأرضي (بداخل دبنهامز), منطقة السيف, البحرين, مجمع سيتي سنتر",الدور الأرضي (بداخل دبنهامز),منطقة السيف,"البحرين, مجمع سيتي سنتر",المنامة,13,BH,199,"(26.234920501709, 50.5545806884766)",26.234920501708984,50.554580688476562,Arab Standard Time,180,GMT+000000 Asia/Bahrain,12/08/2013 05:41:59 PM
286,مركز المنامة,Starbucks,34345-98401,17214404,LS,"المنامة , مركز المنامة الحكومي,طريق : 383 ، بلوك : 316 الآفينيوز, محل رقم :0, مبنى 118","المنامة , مركز المنامة الحكومي,طريق : 383 ، بلوك : 316 الآفينيوز",محل رقم :0,مبنى 118,المنامة,13,BH,,"(26.2365798950195, 50.5771598815918)",26.236579895019531,50.5771598815918,Arab Standard Time,180,GMT+000000 Asia/Bahrain,12/08/2013 05:41:59 PM
321,Brava - Davie & Seymour,Starbucks,4579-96729,604-622-5558,CO,"605 Davie Street, Brava",605 Davie Street,,Brava,Vancouver,BC,CA,V6B 2G6,"(49.2767753601074, -123.125228881836)",49.276775360107422,-123.12522888183594,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
322,Mission Creek Plaza-Kelowna,Starbucks,4641-99593,250-764-2243,CO,"3957 Lakeshore Road, 101, Lakeshore Plaza",3957 Lakeshore Road,101,Lakeshore Plaza,Kelowna,BC,CA,V1W 1V3,"(49.8413734436035, -119.487571716309)",49.841373443603516,-119.48757171630859,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
271,Burgas Plaza Mall,Starbucks,1460-137881,,LS,Stefan Stambolov Blvd & Transportna Str,Stefan Stambolov Blvd & Transportna Str,,,Burgas,02,BG,,"(42.4245414733887, 25.6179351806641)",42.424541473388672,25.617935180664062,FLE Standard Time,120,GMT+2:00 Europe/Sofia,12/08/2013 05:41:59 PM
272,Sofia Gurko,Starbucks,1603-141846,,LS,Vas Lefski Bulvd and Gurko street,Vas Lefski Bulvd and Gurko street,,,Sofia,23,BG,,"(42.697624206543, 23.3222846984863)",42.697624206542969,23.322284698486328,FLE Standard Time,120,GMT+2:00 Europe/Sofia,12/08/2013 05:41:59 PM
273,Nansen and Levski,Starbucks,1370-137876,,LS,V Lefski Blvd & Frityof Nansen,V Lefski Blvd & Frityof Nansen,,,Sofia,23,BG,,"(42.6872749328613, 23.3214740753174)",42.687274932861328,23.321474075317383,FLE Standard Time,120,GMT+2:00 Europe/Sofia,12/08/2013 05:41:59 PM
313,Harbour Bay,Starbucks,31288-104391,,LS,East Bay St. (Eastern Rd & Fowler St),East Bay St. (Eastern Rd & Fowler St),,,Nassau,NS,BS,,"(25.0740795135498, -77.3163528442383)",25.074079513549805,-77.316352844238281,Eastern Standard Time,-300,GMT-05:00 America/Nassau,12/08/2013 05:41:59 PM
315,Palmdale RCA Building,Starbucks,31197-102257,,LS,Rosetta St. Fifth Terrace & Patton St,Rosetta St. Fifth Terrace & Patton St,,,Nassau,NS,BS,,"(25.0678596496582, -77.3279266357422)",25.067859649658203,-77.327926635742188,Eastern Standard Time,-300,GMT-05:00 America/Nassau,12/08/2013 05:41:59 PM
317,Reef Atlantis,Starbucks,32202-107597,,LS,Paradise Island,Paradise Island,,,Nassau,NS,BS,,"(25.0859508514404, -77.3277587890625)",25.08595085144043,-77.3277587890625,Eastern Standard Time,-300,GMT-05:00 America/Nassau,12/08/2013 05:41:59 PM
320,Marina Village at Atlantis,Starbucks,30656-99475,,LS,"Marina Village, 9",Marina Village,9,,Nassau,NS,BS,,"(25.0825290679932, -77.3192367553711)",25.082529067993164,-77.3192367553711,Eastern Standard Time,-300,GMT-05:00 America/Nassau,12/08/2013 05:41:59 PM
326,Safeway - Nelson #133,Starbucks,74845-100503,250-352-9710,LS,211 Anderson Street,211 Anderson Street,,,Nelson,BC,CA,V1L 3X8,"(49.5001525878906, -117.283271789551)",49.500152587890625,-117.28327178955078,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
329,Arbutus & Valley,Starbucks,4633-99432,604-261-5447,CO,4635 Arbutus Street,4635 Arbutus Street,,,Vancouver,BC,CA,V6J 4A3,"(49.2447738647461, -123.15389251709)",49.244773864746094,-123.15389251708984,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
330,Safeway - Brandon # 604,Starbucks,74896-100388,204-726-8014,LS,921 18th St NE,921 18th St NE,,,Brandon,MB,CA,R7A 6T2,"(49.8355751037598, -99.9616622924805)",49.835575103759766,-99.961662292480469,Central Standard Time,-360,GMT-06:00 America/Winnipeg,12/08/2013 05:41:59 PM
331,Cambie St & 39th Ave,Starbucks,4644-99427,604-321-1042,CO,5504 Cambie Street,5504 Cambie Street,,,Vancouver,BC,CA,V5Z 3A2,"(49.235237121582, -123.115715026855)",49.235237121582031,-123.11571502685547,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
333,Dobbin Rd - Westbank TC,Starbucks,4659-100573,250-707-1720,CO,"2475 Dobbin Road, 30, Westbank Town Centre",2475 Dobbin Road,30,Westbank Town Centre,West Kelowna,BC,CA,V4T 2B9,"(49.8282318115234, -119.628631591797)",49.828231811523438,-119.62863159179688,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
334,Save-on-Foods - Fort McMurray,Starbucks,74933-102399,780-791-3995,LS,131 Signal Rd,131 Signal Rd,,,Fort McMurray,AB,CA,T9H 4N6,"(56.730354309082, -111.426780700684)",56.730354309082031,-111.42678070068359,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
336,West Lethbridge Towne Centre,Starbucks,4628-97843,403-328-3613,CO,"550 University Dr West, West Lethbridge Towne Centre",550 University Dr West,,West Lethbridge Towne Centre,Lethbridge,AB,CA,T1J 4T3,"(49.6927337646484, -112.891792297363)",49.692733764648438,-112.89179229736328,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
337,631 Commissioners Rd E,Starbucks,4674-100799,519-649-1444,CO,631 Commissioners Road East,631 Commissioners Road East,,,London,ON,CA,N6C 2V1,"(42.957763671875, -81.2328872680664)",42.957763671875,-81.2328872680664,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
338,Wolf Willow,Starbucks,4622-97838,780-444-4780,CO,"6873 170th St. NW, Wolf Willow Shopping Centre",6873 170th St. NW,,Wolf Willow Shopping Centre,Edmonton,AB,CA,T5T 4W5,"(53.5041351318359, -113.61474609375)",53.504135131835938,-113.61474609375,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
341,Atrium 1 - 5th Ave & 8th St,Starbucks,4735-104203,403-237-9209,CO,"839 5Th Avenue SW, Atruim I",839 5Th Avenue SW,,Atruim I,Calgary,AB,CA,T2P 3C8,"(51.0487403869629, -114.080879211426)",51.048740386962891,-114.08087921142578,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
344,Matrix Hotel,Starbucks,4857-108302,(780) 441-1099,CO,10001 - 107th Street,10001 - 107th Street,,,Edmonton,AB,CA,T5J 1J1,"(53.5390281677246, -113.504386901855)",53.539028167724609,-113.50438690185547,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
345,52St & McIvor Blvd SE,Starbucks,4853-107841,(403)257-3882,CO,"15566 McIvor Boulevard, 500, Copperfield Corner",15566 McIvor Boulevard,500,Copperfield Corner,Calgary,AB,CA,T2Z 4Y2,"(50.9132423400879, -113.95036315918)",50.913242340087891,-113.95036315917969,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
346,Hull's Corner-Jacklin & Langford,Starbucks,4658-100562,250-478-7878,CO,"2972 Jacklin Road, Hull's Corner",2972 Jacklin Road,,Hull's Corner,Langford,BC,CA,V9B 0A3,"(48.4423484802246, -123.510955810547)",48.442348480224609,-123.51095581054688,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
347,Tsain-Ko Village Sechelt,Starbucks,4673-99704,604-740-8144,CO,"5500 Sunshine Coast Highway, Tsain-Ko Village",5500 Sunshine Coast Highway,,Tsain-Ko Village,Sechelt,BC,CA,V0N 3A1,"(49.4739837646484, -123.747566223145)",49.473983764648438,-123.74756622314453,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
349,Red Deer Village,Starbucks,4631-97848,403-340-3145,CO,"6380 - 50th Ave, 400, Red Deer Village",6380 - 50th Ave,400,Red Deer Village,Red Deer,AB,CA,T4N 4C6,"(52.2880592346191, -113.814445495605)",52.288059234619141,-113.81444549560547,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
351,Sunridge Mall - Level 1,Starbucks,4725-99845,403-233-7103,CO,"2525 36th St. N.E., 160",2525 36th St. N.E.,160,,Calgary,AB,CA,T1Y 5T4,"(51.0739479064941, -113.984527587891)",51.073947906494141,-113.98452758789063,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
354,599 Taylor Kidd Blvd,Starbucks,4694-102072,613-634-1509,CO,"599 Taylor Kidd Blvd, Unit 6",599 Taylor Kidd Blvd,Unit 6,,Kingston,ON,CA,K7M 0A2,"(44.2504081726074, -76.5673141479492)",44.250408172607422,-76.567314147949219,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
355,99th Ave & 105 Street,Starbucks,4672-100582,780-429-9661,CO,"10504 99 Avenue, 101",10504 99 Avenue,101,,Edmonton,AB,CA,T5K 1B2,"(53.5374526977539, -113.501426696777)",53.537452697753906,-113.50142669677734,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
356,Tandem - Dawson & Gilmore,Starbucks,4660-100750,604-299-2820,CO,"4122 Dawson Street, The Tandem",4122 Dawson Street,,The Tandem,Burnaby,BC,CA,V5C 0A4,"(49.2642860412598, -123.01375579834)",49.264286041259766,-123.01375579833984,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
357,Crystal Lodge,Starbucks,4617-98138,604-905-5560,CO,"4154 Village Green, Unit 10, Crystal Lodge",4154 Village Green,Unit 10,Crystal Lodge,Whistler,BC,CA,V0N 1B4,"(50.1142616271973, -122.955917358398)",50.114261627197266,-122.95591735839844,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
359,Montreux-2nd & Yukon,Starbucks,4692-101458,604-708-1507,CO,2035 Yukon St,2035 Yukon St,,,Vancouver,BC,CA,V5Y 3W3,"(49.2672882080078, -123.112945556641)",49.267288208007812,-123.11294555664063,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
360,Trans Can Hwy & 13th Ave SE,Starbucks,4677-101293,403-528-8932,CO,1296 Trans Canada Hwy SE,1296 Trans Canada Hwy SE,,,Medicine Hat,AB,CA,T1B 1J5,"(50.006893157959, -110.664939880371)",50.006893157958984,-110.66493988037109,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
362,Eagle Ridge - Lansdowne & Guildford,Starbucks,4655-100369,604-464-1408,CO,1192 Lansdowne Drive,1192 Lansdowne Drive,,,Coquitlam,BC,CA,V3E 1J7,"(49.2837600708008, -122.810707092285)",49.283760070800781,-122.81070709228516,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
363,Steveston - No. 1 & Bayview,Starbucks,4687-100789,604-204-0288,CO,"4010 Bayview Street, 105, Imperial Landing",4010 Bayview Street,105,Imperial Landing,Richmond,BC,CA,V7E 6T5,"(49.1240196228027, -123.180854797363)",49.124019622802734,-123.18085479736328,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
364,King & Shaw,Starbucks,4646-98483,416-979-1953,CO,"1005 King St W, Unit 7",1005 King St W,Unit 7,,Toronto,ON,CA,M6G 1B9,"(43.6412811279297, -79.4147644042969)",43.641281127929688,-79.414764404296875,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
365,949 Fort William Road,Starbucks,4621-95876,807-473-4226,CO,"949 Fort William Road, D8, Thunder Bay Centre",949 Fort William Road,D8,Thunder Bay Centre,Thunder Bay,ON,CA,P7B 3A6,"(48.4019927978516, -89.2411727905273)",48.401992797851562,-89.241172790527344,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
369,Columbia St & 3rd Ave - Kamloops,Starbucks,4632-98607,250-828-1357,CO,300 Columbia Street,300 Columbia Street,,,Kamloops,BC,CA,V2C 6L1,"(50.6717185974121, -120.334136962891)",50.671718597412109,-120.33413696289063,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
370,Suncor main floor,Starbucks,4587-96728,4032940610,CO,"111 5th Ave SW, Petro Canada Centre",111 5th Ave SW,,Petro Canada Centre,Calgary,AB,CA,T2P 3Y6,"(51.048210144043, -114.063568115234)",51.048210144042969,-114.06356811523438,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
373,247 King St N,Starbucks,4647-99935,519-886-0101,CO,247 King Street North,247 King Street North,,,Waterloo,ON,CA,N2J 2Y8,"(43.4763603210449, -80.5251998901367)",43.476360321044922,-80.525199890136719,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
376,West Central & 15th Avenue - PG,Starbucks,4590-97211,250-561-2532,CO,"1477 West Central, City Gate Centre",1477 West Central,,City Gate Centre,Prince George,BC,CA,V2M 5S5,"(53.9109230041504, -122.782936096191)",53.910923004150391,-122.78293609619141,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
378,242 Queen St S,Starbucks,4635-99050,905-286-9494,CO,242 Queen Street South,242 Queen Street South,,,Mississauga,ON,CA,L5M 1L5,"(43.5802574157715, -79.7119979858398)",43.580257415771484,-79.711997985839844,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
379,7787 Yonge St,Starbucks,4645-99110,905-762-9889,CO,"7787 Yonge Street, Thornhill Mews",7787 Yonge Street,,Thornhill Mews,Thornhill,ON,CA,L3T 7L2,"(43.8171043395996, -79.4243011474609)",43.817104339599609,-79.424301147460938,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
324,Safeway - Edmonton #881,Starbucks,74878-100505,780-483-3255,LS,15007 Stoney plain Rd NW,15007 Stoney plain Rd NW,,,Edmonton,AB,CA,T5P 4W1,"(53.5401573181152, -113.57886505127)",53.540157318115234,-113.57886505126953,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
325,Safeway - Vancouver #84,Starbucks,74841-100500,604-493-0090,LS,3410 Kingsway Street,3410 Kingsway Street,,,vancouver,BC,CA,V5R 5L4,"(49.2320594787598, -123.032936096191)",49.232059478759766,-123.03293609619141,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
327,Safeway - Vancouver #189,Starbucks,74843-99493,6048730225,LS,1780 E Broadway,1780 E Broadway,,,Vancouver,BC,CA,V5N 1W3,"(49.2619247436523, -123.068222045898)",49.261924743652344,-123.06822204589844,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
332,Safeway - Burnaby #121,Starbucks,74839-99492,604-420-3420,LS,9855 Austin Rd,9855 Austin Rd,,,Burnaby,BC,CA,V3J 1N4,"(49.2516479492188, -122.896018981934)",49.25164794921875,-122.89601898193359,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
339,Safeway - Edmonton #838,Starbucks,74935-102407,780-451-1860,LS,"601, 111 Ave. & Groat Rd","601, 111 Ave. & Groat Rd",,,Edmonton,AB,CA,T5M 3L7,"(53.5595512390137, -113.553619384766)",53.559551239013672,-113.55361938476563,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
350,Safeway - Calgary #276,Starbucks,79566-103261,403-236-1210,LS,7740 18th Street SE,7740 18th Street SE,,,Calgary,AB,CA,T2C 2N5,"(50.9845085144043, -114.014587402344)",50.9845085144043,-114.01458740234375,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
352,Safeway - Cranbrook #2271,Starbucks,74943-103267,,LS,1200 Baker Street,1200 Baker Street,,,Cranbrook,BC,CA,V1C 1A8,"(49.5121765136719, -115.765228271484)",49.512176513671875,-115.76522827148438,US Mountain Standard Time,-420,GMT+000000 America/Dawson_Cree,12/08/2013 05:41:59 PM
353,Safeway - Edmonton #808,Starbucks,74961-102938,,LS,8118 118th Avenue NW,8118 118th Avenue NW,,,Edmonton,AB,CA,T5B 0S1,"(53.5713386535645, -113.466773986816)",53.571338653564453,-113.46677398681641,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
361,Safeway - Calgary #2730,Starbucks,74854-100260,,LS,Richmond Road & 37th St,Richmond Road & 37th St,,,Calgary,AB,CA,T2J 6S1,"(51.0207481384277, -114.141998291016)",51.020748138427734,-114.14199829101563,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
366,Safeway-Langley #59,Starbucks,74754-97377,6045333291,LS,6153 200th St,6153 200th St,,,Langley,BC,CA,V2Y 1A2,"(49.1147575378418, -122.670707702637)",49.1147575378418,-122.67070770263672,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
368,Safeway Fort Saskatchewan #846,Starbucks,74830-100386,780-998-4065,LS,Hwy-15 & 86th Avenue,Hwy-15 & 86th Avenue,,,Fort Saskatchewan,AB,CA,T8L 4P4,"(53.6933288574219, -113.212646484375)",53.693328857421875,-113.212646484375,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
371,Safeway - Vancouver #110,Starbucks,74820-99490,604-263-2575,LS,650 W 41st Ave,650 W 41st Ave,,,Vancouver,BC,CA,V5Z 2M9,"(49.232063293457, -123.11971282959)",49.232063293457031,-123.11971282958984,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
374,Safeway-Chilliwack #193,Starbucks,74844-96803,604-858-8115,LS,45610 Luckakuck Way,45610 Luckakuck Way,,,Chilliwack,BC,CA,V2R 1A2,"(49.1396255493164, -121.963180541992)",49.139625549316406,-121.96318054199219,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
375,Safeway - Edmonton #816,Starbucks,74842-99498,780-486-4242,LS,9710 170th Street NW,9710 170th Street NW,,,Edmonton,AB,CA,T5T 5L5,"(53.5343246459961, -113.617919921875)",53.534324645996094,-113.617919921875,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
